,apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature,malware
1799,aimoxiu.theme.mx59ef22f0d5cae6143f3fce03,1,0,0,0,0,1,0,5,8,4,0,False
1800,com.mjdstore.ksa,1,0,0,0,0,1,0,1,7,1,0,True
1801,com.batterytools.gzsclt,4,0,4,2,0,5,5,4,21,8,0,True
1802,com.gerakanyogauntukpemula.juraganandroid,3,0,0,0,0,1,8,2,2,2,0,True
1803,com.adodis.domainsearch,13,0,0,0,0,1,1,6,7,4,0,False
1804,appinventor.ai_davidlobomartinez,8,0,0,0,0,1,30,7,5,3,0,False
1805,com.davidof1977.how.to.make,8,0,0,0,0,1,13,4,5,3,1,False
1806,com.akshra.man.business,7,0,0,0,0,1,12,5,5,3,0,False
1807,com.nbikc.gucdxjsjA34C52DDFDC2209787CC47D74875E465041909A9,2,0,1,4,0,2,0,6,14,3,0,True
1808,appinventor.ai_philippe_regall,3,0,0,0,0,1,24,8,3,3,0,False
1809,appinventor.ai_OEz512.NoorLife,5,0,0,0,0,1,29,7,8,4,0,True
1810,appinventor.ai_mgutierrez1972,1,0,0,0,1,1,28,7,4,4,0,False
1811,com.connection.manager,4,1,8,15,0,13,2,10,20,7,0,True
1812,com.hunk.lockCDE0727E8AB0514FC6745DC0E8DDD2063E92EE99,20,0,6,4,0,9,0,1,20,0,0,True
1813,com.belhane,1,0,0,0,1,1,0,0,2,1,0,False
1814,com.KoKoapp.YingGangHB,8,0,0,3,0,1,0,1,15,0,1,True
1815,com.rop.hpk11891,16,0,4,4,0,12,3,12,33,13,0,True
1816,com.andromo.dev35006,57,0,0,0,0,1,8,4,2,2,1,False
1817,com.chenghui,6,0,2,0,0,5,0,2,10,0,0,False
1818,com.mgame.pay.lib,1,0,1,0,1,2,0,8,27,6,0,True
1819,com.ModernDesignHousPaint.myapp,3,0,0,0,0,1,8,2,2,2,0,True
1820,com.amlan,1,0,0,0,0,1,25,6,0,0,0,False
1821,cn.newminisixliuhkc.minecrafttable,2,0,1,1,0,2,0,2,11,2,0,True
1822,com.gwjppa.THstory,7,0,1,2,0,2,0,1,16,0,0,True
1823,com.jplcxn.raybqr,4,0,5,7,0,28,0,10,39,6,0,True
1824,com.gto.zero.zboostdg,22,1,2,3,1,5,3,7,35,7,0,True
1825,com.androbros,2,0,0,0,0,1,10,5,5,2,0,False
1826,apps.macrosystems.net,2,0,1,1,0,1,13,10,5,3,0,False
1827,com.headni.photo,11,0,2,5,1,5,13,8,11,6,0,True
1828,an,2,0,1,1,2,2,6,6,2,2,0,False
1829,com.gttg.gjx,13,0,6,10,4,26,0,11,42,12,0,True
1830,com.k1jac.flashlight,2,1,0,1,0,1,0,1,9,0,2,True
1831,battymole,76,0,3,5,0,8,0,2,12,0,0,False
1832,bhumkar.corp.laser,2,0,0,1,0,1,4,2,2,2,1,False
1833,com.DesignOfGlassCabinet.sinabil,3,0,0,0,0,1,8,2,2,2,0,True
1834,com.ModernGypsumlinza,3,0,0,0,0,1,9,3,2,2,0,True
1835,com.InteriorPaintingDesign.mantiliapp,3,0,0,0,0,1,4,2,2,2,0,True
1836,com.fulliang.millionaire,8,0,1,2,1,2,4,7,12,4,0,True
1837,appinventor.ai_bude77amin.KUMARSANU,3,0,0,0,0,1,35,8,4,4,0,True
1838,com.NEWdearapp.LLKclass,6,0,0,1,0,1,0,2,7,0,0,True
1839,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
1840,appinventor.ai_zaenal77hafid.ERYKAHBADU,3,0,0,0,0,1,34,9,4,4,0,True
1841,com.lius.sudo,7,0,0,0,0,1,0,2,0,0,0,True
1842,cn.sciencenet,9,0,1,2,2,2,5,9,33,9,0,True
1843,com.assetfor.bluetooth,9,0,0,4,0,3,0,6,18,3,0,True
1844,com.bmmobil,1,0,0,0,0,1,1,1,4,0,0,False
1845,com.bobitag,10,0,1,1,2,6,11,8,14,6,8,False
1846,com.bathroomwallreference,3,0,0,0,0,1,8,2,2,2,0,False
1847,com.charliefung.hoarding,11,0,0,3,1,2,20,8,4,2,0,True
1848,com.djmm,2,0,3,1,0,15,0,0,30,0,0,False
1849,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
1850,com.lex.vedio,9,0,0,0,0,1,25,7,6,2,1,True
1851,com.adsjn,17,1,7,18,5,23,0,15,36,11,0,False
1852,com.newinfomaeightba.nes3.lsbt,9,0,1,2,0,2,11,2,18,3,0,True
1853,app,1,0,0,0,0,1,14,2,3,2,0,False
1854,com.bidwrangler,2,0,0,0,0,1,8,2,13,4,0,False
1855,appinventor.ai_andro_sukses7.JulEmotions,4,0,0,0,0,1,25,7,6,5,0,False
1856,com.blur,3,0,0,0,0,1,6,2,4,2,0,False
1857,com.ClothingShoppingOnline,2,0,0,0,0,1,14,5,2,2,0,False
1858,apps.infinite,5,0,0,0,0,1,15,4,2,2,0,False
1859,com.gucdxj.bianqianppp,8,0,0,1,0,1,0,2,10,0,0,True
1860,com.cendonomedia,6,0,1,1,1,2,3,7,13,8,1,False
1861,com.celudescarga.videotomp3converter,2,0,0,0,0,1,21,5,3,3,0,True
1862,com.ecapycsw.tybewrhh,2,0,1,1,0,2,0,2,10,1,0,True
1863,com.md.mws,6,0,2,2,0,2,5,7,9,6,0,True
1864,com.KitabFiqhIslam.Rayadeveloper,3,0,0,0,0,1,8,2,2,2,0,True
1865,com.betterone,1,0,1,2,1,3,8,7,7,3,0,False
1866,com.newinfomaeightba.shenfenzhengchaxuan,2,0,1,1,1,2,1,3,15,1,0,True
1867,com.abacast,22,1,1,7,1,7,2,3,8,4,1,False
1868,com.WeddingGownDesigns.henapps,3,0,0,0,0,1,4,2,2,2,0,True
1869,ahnafdev.alternativemedicine,4,0,0,0,0,1,15,6,2,2,0,False
1870,com.akwalforuu.bb,8,0,0,0,0,1,10,5,8,3,0,False
1871,com.power.core.setting,8,0,2,1,0,11,0,2,42,0,0,True
1872,com.a81880103752838adcf3f839a,7,0,0,0,0,1,16,7,7,5,2,False
1873,com.brokenknob,4,0,0,0,0,1,5,5,9,5,1,False
1874,com.gucdxj.keeptheballup,2,0,0,4,0,1,0,6,12,3,1,True
1875,br.com.segware.sigmaOS.Mobile,19,0,1,1,0,3,3,7,9,4,0,False
1876,com.anniezc.cgamcs,3,0,2,2,1,6,1,7,9,4,0,False
1877,com.aerocapture.cockpit360.and,9,0,0,0,0,1,5,5,3,1,0,False
1878,com.boyeah,20,1,5,4,1,9,7,8,20,9,0,False
1879,com.brains.byzmnew,4,0,2,2,0,4,0,6,15,4,0,True
1880,com.android.jmqb,6,0,8,4,0,12,3,6,16,5,0,True
1881,appinventor.ai_ochonosi,2,0,0,0,0,1,28,7,4,4,0,False
1882,com.app3i0haza2d,3,0,0,0,0,1,9,6,2,2,0,False
1883,com.ionicframework.cutepuppypics929824,4,1,1,1,0,4,0,2,1,0,0,True
1884,com.gfc.hospital,1,0,0,0,0,1,0,0,7,0,0,True
1885,com.Adultwomensdresclothes.myapp,3,0,0,0,0,1,4,2,2,2,0,True
1886,com.perfectlipstickcolor.Buldroids,3,0,0,0,0,1,4,2,2,2,0,True
1887,com.comappss.smsforhim,5,0,2,1,0,3,0,1,7,0,0,True
1888,com.kerajaandiindonesiaterlengkap.wiendroid,3,0,0,0,0,1,8,2,2,2,0,True
1889,com.bukuoryzaee.stealingherheart,5,0,0,0,0,1,20,7,3,3,0,True
1890,com.hmlxj.wzkp,5,0,0,1,0,1,0,2,10,0,0,True
1891,com.appmk.book,7,0,0,0,0,3,0,2,8,3,0,False
1892,com.gucdxj.the.gee.level,5,0,0,1,0,1,0,2,9,0,0,True
1893,com.myspacessoft.laswtnm,3,0,2,4,0,5,0,6,10,3,0,True
1894,appinventor.ai_bcassama1.RVQ,3,0,0,0,1,1,32,10,4,4,0,True
1895,com.candleflamelivewallpaper9251147,7,0,1,2,0,4,17,7,8,4,1,True
1896,com.ap.p.free.app.calling.any,2,0,2,1,0,2,11,3,4,2,0,False
1897,com.qu.yuan.tu.tune,6,0,2,3,0,2,0,6,9,3,0,True
1898,br.com.sportv.times,16,0,1,5,0,18,6,6,5,2,1,False
1899,com.kuihua.wxsk,10,0,0,0,0,1,0,2,7,0,0,True
1900,appinventor.ai_zaenal77hafid.NICKIMINAJ,3,0,0,0,0,1,34,9,4,4,0,True
1901,com.appsmakerstore,2,0,1,2,0,3,13,4,4,2,0,False
1902,com,6,0,2,0,3,3,10,4,4,3,0,False
1903,com.BraidHairstyle,3,0,0,0,0,1,4,2,2,2,0,False
1904,com.master.sj,9,0,0,0,0,1,9,7,8,2,1,True
1905,com.cfinc.homee.themepack,2,0,2,1,9,5,11,7,2,2,0,False
1906,com.arcane.incognito,5,0,0,0,0,1,4,3,3,1,0,True
1907,com.kokogames.IQchlange638666E28EED5FBC6FB872C36FCEA88FC0210D2C,5,0,0,0,0,1,0,2,7,0,0,True
1908,com.azend,11,0,2,3,0,3,5,7,10,3,11,False
1909,com.appspot.swisscodemonkeqE536BC52D50FD7F6530436B0314618C8DB0DA3CA,15,0,2,2,0,8,5,5,9,2,0,True
1910,com.ghongavthum.game24,5,0,1,1,0,2,4,3,9,1,0,True
1911,com.bandepic,8,0,0,0,2,5,2,3,5,3,0,False
1912,com.pdgu.ppjm,1,0,1,1,0,10,0,0,30,0,0,True
1913,com.Mp3KoleksiAndestaTrio.HestiFRWI,3,0,0,0,0,1,8,2,2,2,0,True
1914,com.android.liulingwu,4,0,3,1,0,9,0,0,19,0,0,True
1915,com.appsilo,2,0,0,0,0,1,6,2,3,2,0,False
1916,com.akshar.omlwp,3,0,0,1,0,2,14,4,4,2,0,False
1917,com.androioslab,10,0,0,0,0,2,2,4,6,5,0,False
1918,com.bendroidapps,9,0,1,0,0,1,5,5,5,4,0,False
1919,ch.netcetera.kpb.android,5,1,4,6,0,7,3,4,11,6,2,False
1920,com.bukuoryzaee.semarangwithrein,5,0,0,0,0,1,20,7,3,3,0,True
1921,com.nwe.kk9F661705CBB14BA3383B185DCBB9E8AA817E6BDE,20,1,5,9,0,5,0,3,22,0,0,True
1922,com.a1,5,0,0,0,0,1,8,3,2,2,0,False
1923,br.com.zdx.inter99fm,1,1,1,1,1,2,3,3,5,3,0,False
1924,aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0,False
1925,cn.aifou.m,12,1,2,1,0,4,0,2,16,0,0,True
1926,com.gucdxjpygs.jump,42,0,0,1,0,1,0,6,11,3,0,True
1927,com.camerountourisme.medesthetic,1,0,0,0,0,1,0,0,7,0,0,True
1928,com.mistergaptek.mgberatbadanideal,2,0,0,0,0,1,8,2,2,2,0,True
1929,com.alcordo.ChavacanoGuide,8,6,1,1,0,3,6,6,3,3,0,False
1930,com,4,1,1,1,0,6,9,6,9,4,0,False
1931,com.felix.jyhongbao,17,1,2,2,0,6,0,2,21,0,0,True
1932,au.catercare.residentchoice,3,0,0,2,0,1,4,8,5,1,0,False
1933,com.AssassinsCreed.x2018wallpapers,8,0,5,3,3,6,3,7,25,6,0,False
1934,com.qmtiku.categoryId_87,26,1,3,4,0,7,0,6,18,3,0,True
1935,aihuishou.aihuishouapp,4,0,0,0,0,1,0,6,11,3,0,False
1936,com.aliado.przewodnikduchowy,37,0,1,1,1,4,9,6,6,2,0,False
1937,appinventor.ai_opang_nova.Lagu_Ruth_Sahanaya,4,0,0,0,0,1,34,9,4,4,0,True
1938,appinventor.ai_edperrone999.MyAstrology,6,1,0,0,0,1,37,9,5,3,0,False
1939,com.cekporsihaji,2,0,0,0,0,1,7,2,4,3,0,False
1940,com.ObatKurapAmpuhAlami.rizaluye,3,0,0,0,0,1,8,2,2,2,0,True
1941,com.qiwentoutiao.app,18,2,5,9,0,21,0,2,30,0,0,True
1942,com.chajiujiu.teaguide,4,0,0,0,0,1,9,7,6,2,0,True
1943,com.fairyfire.livewallpaper.blackpegasus,4,0,3,5,1,10,22,5,5,2,3,True
1944,appinventor.ai_admin.Linguapress,8,0,0,0,0,1,30,8,3,3,0,True
1945,appinventor.ai_kigamboni56,4,0,0,0,0,1,26,7,5,4,0,False
1946,bolsa.sespa,33,1,3,10,0,2,7,5,8,4,0,False
1947,com.LaguTiarRamon.alfatihdroid,3,0,0,0,0,1,8,2,2,2,0,False
1948,com.ihongui.zjjt,9,0,0,0,0,1,0,1,9,0,0,True
1949,cn.quantum.quantumcapital,1,0,0,0,0,1,0,2,1,0,0,False
1950,ae.picasso.tripzzle,1,0,0,0,0,1,0,2,1,1,0,False
1951,com.dclhaa,3,0,0,4,0,1,0,6,11,3,0,False
1952,com.akasoft.pichd.all.in,8,0,0,0,0,1,12,4,5,3,0,False
1953,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
1954,apps.infinite.pheasantsound,6,0,0,0,0,1,15,4,2,2,0,False
1955,com.jawoi,4,0,1,1,0,2,11,5,6,1,0,False
1956,com.appsilo,2,0,0,0,0,1,7,2,2,2,0,False
1957,com.qhb.wxqhbsq,20,1,3,3,0,12,0,3,14,0,0,True
1958,com.bt.max,1,0,1,0,0,2,2,6,5,2,0,False
1959,com.pixelheartlivewallpaper1530260,7,0,1,2,0,4,17,7,8,4,1,True
1960,com.lingdian.zeroxiao3A4332C9866D3CDDC998FE1E19B6816A913B51AE,9,0,4,5,0,18,2,6,29,10,2,True
1961,com.redmarslivewallpaper3970072,7,0,1,2,0,4,17,7,8,4,1,True
1962,coding.forwhile.org,3,0,0,0,0,1,14,4,4,3,0,False
1963,aixiaohua1.mianfei.haohao,3,0,0,0,0,1,4,5,11,5,0,False
1964,com.cai,9,0,6,15,0,23,0,0,42,0,0,False
1965,com.acornlabs.ahoymaHFDGGKPF,2,0,1,1,0,3,3,2,8,0,0,True
1966,appinventor.ai_khusnulbisnis77.MAITEPERRONI,3,0,0,0,0,1,35,8,4,4,0,False
1967,apps.infinite.windshieldwiperssound,5,0,0,0,0,1,15,4,2,2,0,False
1968,com.ModelGoldNecklace.ufaira,3,0,0,0,0,1,8,2,2,2,0,True
1969,com.domobile.qslapplockB044796692D69DAD1F8FB6F7E865B0B22D0BA227,14,0,4,4,0,6,0,6,10,3,0,True
1970,com.bti,4,0,0,0,0,1,7,2,4,4,4,False
1971,com.hd.androidBD89482CF748409E40149A72DE38EB4972ADE588,4,0,1,8,0,3,0,1,22,0,0,True
1972,com.fgfgea.llfguivc,6,1,3,3,0,6,0,2,21,3,0,True
1973,com.auto,46,0,6,5,0,22,0,1,23,0,2,False
1974,ch.stadt.sg,1,0,1,0,0,2,0,3,7,4,0,False
1975,com.draw.coloring.free.colorbynumber.how.to.draw,5,0,2,1,0,2,24,4,3,2,0,True
1976,com.ideapartycakes.riplowdroids,3,0,0,0,0,1,4,2,2,2,0,True
1977,com.kokogames.ZhiLiLink,5,1,2,3,0,3,0,3,8,0,0,True
1978,com.ljwoo.whattime,11,1,5,6,0,7,0,6,13,4,0,True
1979,com.deca.lyrics,2,0,0,0,0,1,8,2,2,2,0,True
1980,co.hakanu,8,0,0,0,1,1,4,5,2,1,0,False
1981,com.arabyhealth.darkneck,3,0,0,0,0,1,9,3,2,2,0,True
1982,com.heroapp.myrule4C5F25F0242A6D26A570A71DCF42B29951176CEE,4,0,0,1,0,1,0,2,7,0,0,True
1983,com.conduit.app_5c7e4e45996a4e77bf9aefb88a382cc7,6,0,1,2,0,3,4,6,12,6,2,False
1984,com.TipsMenghilangkanStress,3,0,0,0,0,1,8,2,2,2,0,True
1985,com.AccessoriesFashionStyle.bintangapp,3,0,0,0,0,1,4,2,2,2,0,True
1986,appinventor.ai_si891125.zxcd,1,0,0,0,0,1,30,8,3,3,0,False
1987,com.findsdk.ghongtq,5,0,2,1,0,3,4,4,8,1,0,True
1988,com.AnekaTanamanApotekHidup,3,0,0,0,0,1,8,2,2,2,0,False
1989,com.BerryStudio.InsuranceCar,3,0,0,0,0,1,9,3,2,2,0,True
1990,com.originatechina.dice.anghjdkgsp,8,0,1,1,0,2,0,4,7,2,0,True
1991,com.age.arinfoway,1,0,0,0,0,1,0,0,9,0,0,True
1992,appinventor.ai_esmionda,2,0,0,0,0,1,17,3,3,2,2,False
1993,com.bossboon,3,0,0,0,0,1,20,5,2,2,0,False
1994,com.learndatabase.bangyos,3,0,0,0,0,1,8,2,2,2,0,True
1995,com.adggmk.book,7,0,0,0,0,3,0,2,8,3,0,False
1996,com.android.qiushui.app.runpnnewni76C7795CBD4290FAE45A6A747171698CDCBA4B83,6,0,1,2,0,4,1,3,10,2,0,True
1997,com.apaas.pad.coloring.drawing.any.akaw,2,0,2,1,0,2,11,3,4,2,0,True
1998,anime.kurator,1,0,0,0,0,1,2,5,3,3,0,False
1999,a2e3ft.aer4w,3,0,7,3,0,19,3,7,14,4,0,False
2000,appinventor.ai_dweb2005.lumzingonline,1,0,0,0,0,1,28,7,4,4,0,False
2001,com.hd.android39B283886FC902A1114F175ECFB738B4F0D067CD,4,0,1,8,0,3,0,1,22,0,0,True
2002,com.alex.velocity,6,0,0,0,0,1,13,3,1,0,0,False
2003,com.mybaobo.baoshu,28,0,9,7,0,22,0,1,26,0,2,True
2004,au.com.cocomall.android,2,0,3,1,2,9,4,5,8,4,0,False
2005,com.ishow.dgzdc36,6,0,1,1,1,2,2,7,11,4,1,True
2006,appinventor.ai_craftonbarnes.MR4R,1,0,0,0,0,1,30,8,3,3,0,True
2007,com,2,0,0,0,0,1,6,4,3,2,0,False
2008,com.freewps.skullslivewallpaperhd,7,0,3,6,0,5,14,6,5,3,1,True
2009,com.appybuilder.richardrahmawan,3,0,0,0,0,1,38,11,6,5,0,False
2010,com.alearningculture.android,14,0,3,2,1,16,4,9,6,5,1,False
2011,b4a,3,0,0,0,0,1,26,10,1,0,6,False
2012,appinventor.ai_hakan_topuzoglu.KazimYucelUygulama,1,0,0,0,0,1,34,10,3,3,0,False
2013,com,3,0,0,0,0,1,5,4,4,2,0,False
2014,af.h.kmmwfm,9,0,2,5,7,6,0,11,32,8,0,True
2015,com.abiyani.measurementsheet,1,0,0,0,0,1,14,3,2,0,0,False
2016,com.IslamAtoZ.abdullahkhayat,8,0,0,0,0,1,15,5,3,3,0,False
2017,com.devmass23,3,0,2,3,0,9,1,4,6,4,1,False
2018,com.moke.mowy.ghti,2,0,4,3,1,4,1,8,19,5,0,True
2019,bubble.shooter.bubble_shooter.game,2,0,1,1,0,2,10,4,2,2,0,False
2020,com.avr,4,0,0,0,0,1,9,3,2,0,0,False
2021,com.ms.glamour,5,0,8,11,0,22,0,6,48,5,0,True
2022,com,8,0,0,0,0,1,9,3,3,2,0,False
2023,angelandroidapps.twitch,3,0,0,0,0,1,4,2,2,2,0,False
2024,com.agelabs,1,0,0,0,0,1,6,2,6,3,0,False
2025,appinventor.ai_282806.Guide_For_WoTB,3,0,0,0,0,1,34,10,4,3,0,False
2026,com.bsl.qatar.auflag.zipperlockscreen,7,0,3,2,0,4,1,6,11,7,0,False
2027,com.bhu,17,2,6,11,0,28,0,2,63,0,0,False
2028,com.gxcf.tyrw,2,0,3,1,0,14,0,0,30,0,0,True
2029,com.rongbao.ybx,11,0,6,16,0,13,0,1,22,0,0,True
2030,com.pysy.im.wei,14,0,7,13,4,26,2,11,42,8,0,True
2031,com.bulaoshu.gwsjq,2,0,1,1,0,2,0,4,15,2,0,True
2032,com.burin,16,1,9,21,11,32,0,13,33,10,0,False
2033,com.ArtDecoratingBowls.hamstudio,3,0,0,0,0,1,8,2,2,2,0,True
2034,appinventor.ai_oarufa.Excuse_Generator,1,0,0,0,0,1,28,8,4,4,0,True
2035,cn,1,0,0,0,0,1,2,6,5,2,0,False
2036,com.efjiocz.jiefjci,31,0,0,0,0,1,0,0,27,0,0,True
2037,app.univema.RechargEgypt,7,0,0,0,0,1,28,6,2,2,0,True
2038,appinventor.ai_bude77amin.PARINEETICHOPRA,3,0,0,0,0,1,34,9,4,4,0,False
2039,com.homeinteriordesign.khenapps,3,0,0,0,0,1,4,2,2,2,0,True
2040,cn.apptimer.daily.client,6,2,7,4,0,6,0,6,14,3,0,True
2041,com.halloweendiy.Panroll,3,0,0,0,0,1,4,2,2,2,0,True
2042,air,1,0,0,0,0,1,0,1,1,0,0,False
2043,com.holyrosary.website2apk,1,0,0,0,0,1,0,0,6,0,0,True
2044,com.discutiamo.calcolo.invalidita,1,0,0,0,0,1,4,2,2,1,0,False
2045,co.nz,13,0,1,0,0,3,8,6,6,3,1,False
2046,com.dangwu,4,0,0,0,2,1,10,5,6,3,0,False
2047,com.mediocre.smashqwerty,9,0,1,1,0,2,0,2,9,1,0,True
2048,com.addteq.stix,14,0,0,3,0,1,7,8,4,4,0,False
2049,com.lighttea.volumekey,7,1,2,2,0,10,0,2,7,0,0,True
2050,com.appybuilder.creativedev2017.CRUSH,3,0,0,0,0,1,38,11,6,5,0,True
2051,com.gnrn.dciv.nelv,4,0,2,2,0,8,3,6,14,4,0,True
2052,com.auybbb,17,0,5,3,2,9,4,10,44,7,0,False
2053,appinventor.ai_diggiotelefonia,6,0,0,0,0,1,29,7,6,4,0,False
2054,com,4,1,1,1,0,6,9,6,9,4,0,False
2055,com.a10293569925383dfc7958638a,7,0,0,0,0,1,16,7,7,5,2,False
2056,com,7,0,1,1,0,2,8,4,2,2,0,False
2057,appinventor.ai_appsgeniet.GreetingsMessages,3,0,0,0,0,1,34,10,5,3,0,False
2058,com.Khasiatshalawatalbiharuntukkesehatan.keberkahanharirayalebaran.mesotheliomalawfirm,5,0,0,0,0,1,9,4,2,2,0,False
2059,com.bgexpertsllc,8,1,3,4,1,4,4,6,9,4,0,False
2060,com.pma.scanner.cloth,11,0,0,0,0,1,17,5,8,5,0,True
2061,cm.ggle.service,3,1,5,6,0,5,0,3,39,0,0,False
2062,com.HandicraftsfromFlannelFabric.nasiberkat,3,0,0,0,0,1,8,2,2,2,0,True
2063,com.app.city.test,19,0,2,2,0,3,24,6,3,3,0,False
2064,chx.developer,5,0,0,0,0,1,10,3,2,2,0,False
2065,cn.com.xbscPhone3,3,0,1,2,0,3,0,1,29,0,1,True
2066,com.CrochetFloweIdeas.myapp,3,0,0,0,0,1,4,2,2,2,0,True
2067,com.dxkcb.activity,6,0,1,1,0,2,0,1,7,0,0,True
2068,co.lvdou.livewallpaper,4,0,1,3,0,4,9,7,13,5,0,False
2069,com.Anekaresepolahansingkong,3,0,0,0,0,1,8,2,2,2,0,False
2070,com.gongmingdai.app,52,0,0,0,0,1,0,2,12,0,0,True
2071,com.aj.paint,6,0,1,1,0,3,1,2,6,2,0,True
2072,com.cosmictruffles,7,0,0,0,0,1,6,2,4,3,0,False
2073,com.a13.gift,2,0,0,0,0,1,10,3,2,2,0,False
2074,com.ahaapps,14,0,0,0,1,1,0,6,5,1,0,False
2075,com.APPSforever.Mohabissherojanarohossow,4,0,0,0,0,1,12,4,2,2,0,False
2076,com.apex.wjs,33,0,1,4,0,1,0,6,15,3,0,True
2077,com.ly.music,7,0,0,0,0,1,20,7,4,1,1,True
2078,com.morega.mgabread,8,0,1,4,0,3,0,2,8,0,0,True
2079,com.android.tedspa,4,0,3,1,0,10,0,1,20,0,0,True
2080,com.djmamamuda.adeirfandi,3,0,0,0,0,1,8,2,2,2,0,True
2081,com.enjoyvalley.applock211A8A849F8885EC9478DCF37CF9A4DEEC7BE78B,29,1,4,2,0,7,2,6,19,2,0,True
2082,com.burin,31,1,9,21,11,33,0,13,33,10,0,False
2083,com.dxjxrr.Unitconversion9153FDC58FB99C0A9BFDEB55FE10FC24EE6EC42F,23,0,0,1,0,1,0,2,9,0,0,True
2084,com.newminisevenqioftf.calculator,9,0,2,2,0,7,0,2,15,0,0,True
2085,com.aslam.autumnbackgrounds,8,0,2,1,0,6,6,7,13,8,0,True
2086,com.elfswipeAAA991DD04DB5DD377F5782B2B4207DB1BA51DBD,7,1,3,5,0,10,12,7,15,5,1,True
2087,btf.bruno.mars.songs,5,0,0,0,0,1,10,4,2,2,0,False
2088,com.adaptti.arrobasonline,3,0,0,0,0,1,15,5,2,2,0,False
2089,com.baby.byzm.more.anzhi,2,0,1,1,0,3,0,0,13,1,0,True
2090,com.ddgame.studio.hex.bee,1,0,0,0,0,1,10,6,7,5,0,True
2091,appinventor.ai_arijitglobal.CanteenManagement,1,0,0,0,0,1,30,8,3,3,0,False
2092,com.moon.hao2.ertong18,3,1,0,0,0,1,0,1,11,0,0,True
2093,com.reggae.thejoker,3,0,0,0,0,1,8,2,2,2,0,True
2094,com.notebook.byzm,5,0,1,1,0,3,2,2,15,2,0,True
2095,com.android.chro.me,2,0,4,2,0,7,0,6,12,4,0,True
2096,com.mathematicalformulaforgravity.namoraapps,3,0,0,0,0,1,4,2,2,2,0,True
2097,com.dns,21,0,1,1,0,2,9,11,11,8,2,False
2098,com.appbuilder,44,0,1,3,0,6,1,5,11,5,0,False
2099,com.cahtlogo,25,0,0,0,0,1,10,4,4,2,0,False
2100,agenciataurina.com,2,0,1,1,0,1,13,10,5,3,0,False
2101,com.lee.sign,15,1,4,4,2,19,8,11,22,10,0,True
2102,com.DesignSandalWomen.khatami,3,0,0,0,0,1,4,2,2,2,0,True
2103,appinventor.ai_investment_advice101,3,0,0,0,0,1,24,8,3,3,0,False
2104,appinventor.ai_danding84.DavidGueta,3,0,0,0,0,1,34,9,4,4,0,True
2105,com.BeautifulEarrings.zonehhdroid,3,0,0,0,0,1,8,2,2,2,0,True
2106,apps.infinite,6,0,0,0,0,1,15,4,2,2,0,False
2107,com.arroyaapps.awesomecheesecakeideas,3,0,0,0,0,1,4,2,2,2,0,True
2108,com.anshang.enterprise,20,1,3,4,1,19,5,9,16,8,0,False
2109,com.conduit.app_59155e0836324803a511121f355f28ac,5,0,1,1,0,3,9,6,17,7,2,False
2110,com.hero678.flashshare,3,2,1,1,1,5,3,13,30,12,0,True
2111,amc.news.apk,1,0,0,0,0,1,0,0,6,0,0,True
2112,com.Penyebab.Penggugur.Amal,3,0,0,0,0,1,9,3,2,2,0,True
2113,com.dxjxrr.zhongyi95B887E68A496AA41EE28F55A7E88B58E2938580,5,0,0,1,0,1,0,6,12,3,0,True
2114,com.kamal.siminfo,8,1,5,1,1,4,13,10,11,6,0,True
2115,com.qmtiku.categoryId_59,26,0,3,4,0,7,0,6,17,3,0,True
2116,com.ikinciel.web,1,0,0,0,0,1,0,0,7,0,0,True
2117,com.criketapp.compass,4,0,0,1,0,1,0,2,9,0,0,True
2118,com.android.little6F8F3C809C9C0202D8FADEF80A4F14B305766DD9,4,0,3,1,0,9,0,0,19,0,0,True
2119,com.elfswipeCA74CA4EB2D686192F23050B44F37AB6C762AB22,7,1,3,5,0,10,12,7,15,5,1,True
2120,com.BahamasBrowser,2,0,0,0,0,1,36,12,9,5,0,False
2121,com.jmobapp.ifilemanager,27,0,3,3,2,5,2,8,12,6,0,True
2122,appinventor.ai_moreno_beltran.YAYOS_2,3,0,0,0,0,1,29,8,6,4,0,True
2123,com,33,0,0,2,0,8,2,11,26,8,0,False
2124,com.EngagementRingSets.bintangapp,3,0,0,0,0,1,4,2,2,2,0,True
2125,com.rasayan.saman,4,0,0,0,0,1,11,5,5,4,0,True
2126,com.gamejiduzc.afg.gamejdzc,2,0,1,1,0,2,6,2,9,0,0,True
2127,com.bubblebubble,3,0,0,0,0,1,16,4,3,3,0,False
2128,com.jinriso.sou,1,2,1,1,0,9,4,7,18,9,2,True
2129,com.colortattooartists.Buldroids,3,0,0,0,0,1,4,2,2,2,0,True
2130,com.ran.rohimapp,3,0,0,0,0,1,8,2,2,2,0,True
2131,com.appsepps.teddybearzipperlock,8,0,1,1,0,2,23,5,10,5,0,True
2132,ch.smerh.lesdfrhlerht.proadfer,9,0,1,1,0,2,3,5,12,4,3,True
